,Unnamed: 0,Unnamed: 0.1,Alcohol,Appellation,Bottlesize,Category,Points,Price,Review,Url,Variety,Wine,Winery,Unnamed: 0.1.1,Unnamed: 0.1.1.1
124,124,24.0,13.5%,"California, California Other, California, US",750 ml,Red,94,"$50,  Buy Now","Concentrated aromas of mulberry, exotic red cherry, crushed rose petals, crushed slate, tarragon and sandalwood make for a stunning entry to this always epic bottling by Jim Clendenen. Clean flavors of raspberry and red currant are lifted by dried herbs and tea spice on the palate, which is drinking great but will also age for eons. Drink now–2035.",https://www.winemag.com/buying-guide/au-bon-climat-2015-isabelle-pinot-noir-california-305444/,Pinot Noir,Au Bon Climat 2015 Isabelle Pinot Noir (California),Au Bon Climat,24.0,24.0
125,125,25.0,15.8%,"Napa Valley, Napa, California, US",750 ml,Red,94,"$160,  Buy Now","From another great site farmed by the famous Beckstoffer, this is grainy, textured and robustly ripe. Powerfully built to age and impress, it offers a wealth of lush, layered blue fruit and black licorice, as well as impressive structure. Enjoy 2026–2031.",https://www.winemag.com/buying-guide/boich-2016-beckstoffer-missouri-hopper-vineyard-cabernet-sauvignon-napa-valley-305691/,Cabernet Sauvignon,Boich 2016 Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon (Napa Valley),Boich,25.0,25.0
126,126,26.0,14.8%,"Russian River Valley, Sonoma, California, US",750 ml,Red,94,"$58,  Buy Now","A bright floral fragrance of rose rises seamlessly on the nose of this wine, as a full-bodied concentration of black raspberry develops on the palate. Asian spice, forest floor and black tea underline its varietal power and exoticism.",https://www.winemag.com/buying-guide/macrostie-2016-wohler-vineyard-pinot-noir-russian-river-valley/,Pinot Noir,MacRostie 2016 Wohler Vineyard Pinot Noir (Russian River Valley),MacRostie,26.0,26.0
127,127,27.0,15.1%,"Santa Barbara County, Central Coast, California, US",750 ml,Red,94,"$35,  Buy Now","Gamy aromas of lamb roast, rosemary, lavender and white pepper create an excellent cool-climate expression on this bottling by Chris Kiranbay. The palate is overloaded with green peppercorns, thyme and immense herbal and peppery spices deep into the finish.",https://www.winemag.com/buying-guide/saint-k-2016-days-gone-by-syrah-santa-barbara-county-306349/,Syrah,Saint K 2016 Days Gone By Syrah (Santa Barbara County),Saint K,27.0,27.0
128,128,28.0,13.5%,"Sonoma Coast, Sonoma, California, US",750 ml,Red,94,"$82,  Buy Now","This is a powerfully perfumed red, inviting in lavender and rose petal, with a lasting impression of cardamom spice. It feels dense and rich within a context of balanced acidity and stemmy earthiness that lingers long on the finish.",https://www.winemag.com/buying-guide/small-vines-2016-mk-vineyard-estate-grown-pinot-noir-sonoma-coast/,Pinot Noir,Small Vines 2016 MK Vineyard Estate Grown Pinot Noir (Sonoma Coast),Small Vines,28.0,28.0
129,129,29.0,14.5%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Red,94,"$65,  Buy Now","Dark in the glass, this Syrah aged entirely in clay amphora is fascinating, starting with aromas of roasted lamb and crushed peppercorns. Firm, mouthcoating tannins frame the extremely intense and rich palate, which carries dark fruit and wet-clay flavors. Drink 2019–2030.",https://www.winemag.com/buying-guide/zaca-mesa-2015-amphora-estate-vineyard-syrah-santa-ynez-valley-305507/,Syrah,Zaca Mesa 2015 Amphora Estate Vineyard Syrah (Santa Ynez Valley),Zaca Mesa,29.0,29.0
130,130,30.0,14.6%,"Rutherford, Napa, California, US",750 ml,Red,94,"$220,  Buy Now","Dusty rock and mineral characterize this wine throughout its full-bodied concentration of ripe plum and black cherry. Cedar, graphite and oak provide context and additional complexity, rounding out on a finish of dried herb, clove and black pepper.",https://www.winemag.com/buying-guide/alpha-omega-2015-beckstoffer-georges-iii-cabernet-sauvignon-rutherford-305657/,Cabernet Sauvignon,Alpha Omega 2015 Beckstoffer Georges III Cabernet Sauvignon (Rutherford),Alpha Omega,30.0,30.0
131,131,31.0,14.7%,"Napa Valley, Napa, California, US",750 ml,Red,94,"$195,  Buy Now","This expertly blends 87% Cabernet Franc with 13% Merlot. The combination is unbeatable, characterized by graphite, cedar and a touch of reduction. Leathery texture that softens on the midpalate is robustly layered in blueberry and cinnamon.",https://www.winemag.com/buying-guide/anderson-conn-valley-2016-gustaf-cabernet-franc-merlot-napa-valley-306465/,Cabernet Franc-Merlot,Anderson Conn Valley 2016 Gustaf Cabernet Franc-Merlot (Napa Valley),Anderson Conn Valley,31.0,31.0
132,132,32.0,14.7%,"Paso Robles, Central Coast, California, US",750 ml,Red,94,"$75,  Buy Now","Intensely dark in the glass, this blend of 50% Cabernet Franc and 50% Merlot offers aromas of black currant, black cherry and mocha. A crushed-slate flavor makes for impressive minerality on the palate, where a baked-boysenberry flavor is framed by firm tannins yet a soft, mouthcoating texture.",https://www.winemag.com/buying-guide/daou-2016-seventeen-forty-reserve-red-paso-robles-305079/,Bordeaux-style Red Blend,Daou 2016 Seventeen Forty Reserve Red (Paso Robles),Daou,32.0,32.0
133,133,33.0,14.8%,"Mount Veeder, Napa, California, US",750 ml,Red,94,"$245,  Buy Now","This is a “wow” wine: brawny, broad and juicy in black fruit. Blended with 5% Merlot and 4% Malbec, the grapes from the coolish appellation, it offers robust oak and tannin within savory notes of cedar, tobacco and toast. This is one worth cellaring; enjoy 2024–2029.",https://www.winemag.com/buying-guide/darioush-2014-darius-ii-cabernet-sauvignon-mount-veeder-305466/,Cabernet Sauvignon,Darioush 2014 Darius II Cabernet Sauvignon (Mount Veeder),Darioush,33.0,33.0
134,134,34.0,14.5%,"Russian River Valley, Sonoma, California, US",750 ml,White,94,"$65,  Buy Now","Floral and spicy in ginger bread and a richness of crème brûlée, this is a big bold wine in style and approach. Fully realized flavors of baked pear give it additional power and concentration, as a lingering freshness of lemon zest sizzles on the finish.",https://www.winemag.com/buying-guide/entrepreneur-2014-bacigalupi-vineyard-chardonnay-russian-river-valley/,Chardonnay,Entrepreneur 2014 Bacigalupi Vineyard Chardonnay (Russian River Valley),Entrepreneur,34.0,34.0
135,135,35.0,13.2%,"Fort Ross-Seaview, Sonoma, California, US",750 ml,Red,94,"$75,  Buy Now","This offers acid-driven, crunchy red fruit that intertwines with rose petal and orange zest. Tightly wound tannins support an earthy core of forest, tobacco and tea, which complement the subtle fruit. It is light bodied and delicately ripe.",https://www.winemag.com/buying-guide/gary-farrell-2016-fort-ross-vineyard-pinot-noir-fort-ross-seaview/,Pinot Noir,Gary Farrell 2016 Fort Ross Vineyard Pinot Noir (Fort Ross-Seaview),Gary Farrell,35.0,35.0
136,136,36.0,8.5%,"Seneca Lake, Finger Lakes, New York, US",750 ml,White,94,"$45,  Buy Now","This stunning sweet Riesling is sourced from the winery's Josef Vineyard. A concentrated nose of dried apricot, mango and honey carries a delicate sheen of polished wood. This is incredibly luscious and concentrated on the palate, persistent in juicy stone fruit and tropical flavors that are honed by laser-focused acidity. It's a powerful offering that lingers for days on the tongue and is sure to develop well with time in the bottle. Drink now–2028.",https://www.winemag.com/buying-guide/hermann-j-wiemer-2016-single-select-estate-bottled-and-grown-riesling-seneca-lake/,Riesling,Hermann J. Wiemer 2016 Single Select Estate Bottled and Grown Riesling (Seneca Lake),Hermann J. Wiemer,36.0,36.0
137,137,37.0,13.2%,Odonata,750 ml,Red,94,"$35,  Buy Now","Deep aromas of baked black currant, grilled beef and wild sagebrush make for a very compelling nose on this cool-climate expression of Syrah. Roasted meat and blackberry-paste flavors combine with rosemary, black pepper and pickling herbs on the palate, which is delicious and savory.",https://www.winemag.com/buying-guide/odonata-2016-syrah-santa-lucia-highlands-306333/,Santa Lucia Highlands,Odonata 2016 Syrah (Santa Lucia Highlands),Odonata,37.0,37.0
138,138,38.0,15%,"Napa Valley, Napa, California, US",750 ml,Red,94,"$160,  Buy Now","Winemaker Geneviève Janssens blends 85% Cabernet Sauvignon from Hendry Ranch with 15% from Detert East Vineyard along the Oakville bench to produce this lovely, memorable and complex wine. Leathery and savory in black pepper, black currant and licorice, it features soft, plush tannins and beautiful aromas of violet that linger throughout.",https://www.winemag.com/buying-guide/portfolio-2014-limited-edition-red-napa-valley-305468/,Bordeaux-style Red Blend,Portfolio 2014 Limited Edition Red (Napa Valley),Portfolio,38.0,38.0
139,139,39.0,12.8%,"Dundee Hills, Willamette Valley, Oregon, US",750 ml,White,94,"$75,  Buy Now","Tasty, toasty and refined, this mixes tree fruits and tropical fruit highlights with lush seams of caramel and maple syrup. It was fermented in 45% new French oak and put through full malolactic. Enjoy this delightful wine now through the mid-2020s.",https://www.winemag.com/buying-guide/archery-summit-2016-summit-vineyard-chardonnay-dundee-hills-305815/,Chardonnay,Archery Summit 2016 Summit Vineyard Chardonnay (Dundee Hills),Archery Summit,39.0,39.0
140,140,40.0,14.8%,Jayson,750 ml,Red,94,"$80,  Buy Now","Brawny in supple baked black fruit, this wine is largely concentrated and robust in dense, secondary waves of mocha, black licorice and vanilla. Complex elements of dried herb and sage nip at the palate with ease, complementing the undeniable richness.",https://www.winemag.com/buying-guide/jayson-2016-cabernet-sauvignon-napa-valley-306305/,Napa Valley,Jayson 2016 Cabernet Sauvignon (Napa Valley),Jayson,40.0,40.0
141,141,41.0,13.9%,"Santa Maria Valley, Central Coast, California, US",750 ml,Red,94,"$48,  Buy Now","Roasted game, turned earth and sagebrush aromas meet with rustic cherry on the nose of this bottling. There's an amazing array of flavors on the palate, from blistered tomato and pinched thyme to marjoram, tangy red plum skins and peppery spices.",https://www.winemag.com/buying-guide/kynsi-2015-bien-nacido-vineyard-pinot-noir-santa-maria-valley-305113/,Pinot Noir,Kynsi 2015 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Kynsi,41.0,41.0
142,142,42.0,13.5%,"Yamhill-Carlton, Willamette Valley, Oregon, US",750 ml,White,94,"$45,  Buy Now","This wine was barrel fermented in 20% new French oak. It's racy, inviting and aromatic, with sharp flavors of lemon, gooseberry, lime and cantaloupe. Tart and stylish, it's built for aging, though immediately enjoyable. Drink now–2028.",https://www.winemag.com/buying-guide/lavinea-2016-lazy-river-vineyard-chardonnay-yamhill-carlton-305936/,Chardonnay,Lavinea 2016 Lazy River Vineyard Chardonnay (Yamhill-Carlton),Lavinea,42.0,42.0
143,143,43.0,14.6%,M by Michael Mondavi,750 ml,Red,94,"$200,  Buy Now","This is a powerfully built, age-worthy wine, robustly concentrated and dense in elements of tobacco, gunpowder, turned earth and leather. Sizable tannins give it additional weight and breadth, as well as structure: a sign of the vintage as well as site. Best 2025–2030.",https://www.winemag.com/buying-guide/m-by-michael-mondavi-2015-cabernet-sauvignon-napa-valley/,Napa Valley,M by Michael Mondavi 2015 Cabernet Sauvignon (Napa Valley),M by Michael Mondavi,43.0,43.0
144,144,44.0,15.1%,Mirror,750 ml,Red,94,"$95,  Buy Now","Gorgeous floral aromas and a rich, dense palate of saturated black fruits give power and breadth to this full-bodied and firmly textured wine. Aromas of violet, cinnamon and sandalwood make way for very ripe black-cherry and blueberry flavors underlain with firm but very fine-grained tannins.",https://www.winemag.com/buying-guide/mirror-2015-cabernet-sauvignon-napa-valley/,Napa Valley,Mirror 2015 Cabernet Sauvignon (Napa Valley),Mirror,44.0,44.0
145,145,45.0,14.8%,Robert John,750 ml,Red,94,"$90,  Buy Now","This wine has a bright entry of dark and red cherry and a nice grip of structure. Powerful, it provides a silky-smooth texture that's integrated with the tannins and oak, with complex accents of clove, leather and black pepper along the way.",https://www.winemag.com/buying-guide/robert-john-2015-cabernet-sauvignon-coombsville/,Coombsville,Robert John 2015 Cabernet Sauvignon (Coombsville),Robert John,45.0,45.0
146,146,46.0,14.8%,"Rutherford, Napa, California, US",750 ml,Red,94,"$85,  Buy Now","Brawny, dense and concentrated in cassis, this is made from 54% Merlot, 45% Cabernet Sauvignon and 1% Petit Verdot. The Merlot shows well in its soft layers of red cherry and plum, with the Cab accentuating a backbone of graphite, toasted oak and clove. This has years to go; best 2025–2030.",https://www.winemag.com/buying-guide/round-pond-2015-proprietary-left-bank-red-rutherford/,Bordeaux-style Red Blend,Round Pond 2015 Proprietary Left Bank Red (Rutherford),Round Pond,46.0,46.0
147,147,47.0,14.8%,Tierra Roja,750 ml,Red,94,"$160,  Buy Now","Winemaker Jeff Ames marks his first vintage with this producer, crafting an exceptional, age-worthy wine. The tightly structured palate is youthful, coiling in flavors of black raspberry, cherry pie and supportive oak. Let this one settle a bit; enjoy 2025–2030.",https://www.winemag.com/buying-guide/tierra-roja-2015-cabernet-sauvignon-oakville/,Oakville,Tierra Roja 2015 Cabernet Sauvignon (Oakville),Tierra Roja,47.0,47.0
148,148,48.0,14.2%,"Sonoma Valley, Sonoma, California, US",750 ml,White,93,"$36,  Buy Now","Beautifully floral and inviting, this wine has a nice weight to it and a balanced approach to ripeness and acidity. Peach, lemon and wet stone carry through a midpalate of silky smoothness and peppery finish. This is an impressive version of the variety.",https://www.winemag.com/buying-guide/anaba-2017-landa-vineyard-viognier-sonoma-valley/,Viognier,Anaba 2017 Landa Vineyard Viognier (Sonoma Valley),Anaba,48.0,48.0
149,149,49.0,14.9%,"Napa Valley, Napa, California, US",750 ml,Red,93,"$395,  Buy Now","This offers tremendous aromas of coffee and toffee, so inviting in their warmth and richness. A dusty leathery palate follows, structured in ageable firm tannin and robust flavors of black plum. This is worth cellaring; best 2026–2031.",https://www.winemag.com/buying-guide/anderson-conn-valley-2016-aurum-red-napa-valley-306466/,Bordeaux-style Red Blend,Anderson Conn Valley 2016 Aurum Red (Napa Valley),Anderson Conn Valley,49.0,49.0
150,150,50.0,14.1%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red,93,"$50,  Buy Now",Macerated cherry aromas meet with dried sage and freshly dug earth on the nose of this bottling. Aromatic herbs and dried mint flavors meet with a red-fruit backbone on the intriguing palate.,https://www.winemag.com/buying-guide/black-ridge-2014-estate-grown-pinot-noir-santa-cruz-mountains-306345/,Pinot Noir,Black Ridge 2014 Estate Grown Pinot Noir (Santa Cruz Mountains),Black Ridge,50.0,50.0
151,151,51.0,13%,"Sonoma Coast, Sonoma, California, US",750 ml,White,93,"$45,  Buy Now","From a high-elevation vineyard above Petaluma, this wine has a great depth of floral and mineral aromatics that invite one in immediately. Meyer lemon, crisp green apple and wet stone accentuate its acid-driven nature that's broadly quenching and complex.",https://www.winemag.com/buying-guide/brick-mortar-2016-fault-line-vineyard-chardonnay-sonoma-coast-306097/,Chardonnay,Brick & Mortar 2016 Fault Line Vineyard Chardonnay (Sonoma Coast),Brick & Mortar,51.0,51.0
152,152,52.0,14.2%,"Edna Valley, Central Coast, California, US",750 ml,Red,93,"$39,  Buy Now","This atypical blend of Pinot Noir and Grenache is always a fun release for this winery, and the pairing works very well. Aromas of bay leaf, thyme, red currant and rosewater lead into a palate loaded with star anise, mace and dried red-cherry flavors. The structure is light but the floral freshness is lovely.",https://www.winemag.com/buying-guide/kynsi-2015-nocturnum-red-edna-valley-305460/,Red Blend,Kynsi 2015 Nocturnum Red (Edna Valley),Kynsi,52.0,52.0
153,153,53.0,14.3%,"Sonoma Coast, Sonoma, California, US",750 ml,White,93,"$65,  Buy Now","Briny lemon and tangerine lift a creamy lush personality buoyant in complementary and well-integrated acidity. This wine offers a wealth of succulence and complexity, trafficking in bold flavors and structure.",https://www.winemag.com/buying-guide/macrostie-2016-the-key-chardonnay-sonoma-coast/,Chardonnay,MacRostie 2016 The Key Chardonnay (Sonoma Coast),MacRostie,53.0,53.0
154,154,54.0,14.2%,Patz & Hall,750 ml,Red,93,"$48,  Buy Now","This is a heck of a deal for the quality: an appellation wine with juicy intensity and a rich layering of red and blue fruit. With plenty of tannic power beneath its integrated texture are secondary notes of forest, clove and black tea that complement the fruit beautifully.",https://www.winemag.com/buying-guide/patz-hall-2016-pinot-noir-sonoma-coast/,Sonoma Coast,Patz & Hall 2016 Pinot Noir (Sonoma Coast),Patz & Hall,54.0,54.0
155,155,55.0,15.5%,"Paso Robles, Central Coast, California, US",750 ml,Red,93,"$50,  Buy Now","Elegant black cherry, star anise and mace make for a fresh but spicy nose on this single-vineyard expression in a new Zinfandel project by the Kathryn Hall wine family. Luscious flavors of blackberry sorbet are wrapped in an earthy structure, with layers of rosemary and roasted beef arising through the sip. The acid-washed finished is laced with pepper.",https://www.winemag.com/buying-guide/baca-2016-double-dutch-dusi-vineyard-zinfandel-paso-robles/,Zinfandel,Baca 2016 Double Dutch Dusi Vineyard Zinfandel (Paso Robles),Baca,55.0,55.0
156,156,56.0,14.4%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red,93,"$55,  Buy Now","This bottling, using grapes grown at 1,400-feet in elevation and made with 31% whole cluster, shows candied blackberry, cola and fennel-frond aromas on the nose. It's tightly woven on the palate, where pinpoint tannins and bright acid deliver elderberry paste and white-sage flavors.",https://www.winemag.com/buying-guide/big-basin-2015-rattlesnake-rock-syrah-santa-cruz-mountains-306329/,Syrah,Big Basin 2015 Rattlesnake Rock Syrah (Santa Cruz Mountains),Big Basin,56.0,56.0
157,157,57.0,13%,"Mendocino Ridge, Mendocino County, California, US",750 ml,White,93,"$45,  Buy Now","Lush and oaky despite its light-bodied delicacy of restrained ripeness, this wine has floral undertones that present as mineral and earth. It has a balanced bite of green apple and lemon curd and tons of structure that should support it over time.",https://www.winemag.com/buying-guide/brick-mortar-2016-manchester-ridge-vineyard-chardonnay-mendocino-ridge-306105/,Chardonnay,Brick & Mortar 2016 Manchester Ridge Vineyard Chardonnay (Mendocino Ridge),Brick & Mortar,57.0,57.0
158,158,58.0,14.4%,"Santa Maria Valley, Central Coast, California, US",750 ml,White,93,"$39,  Buy Now","Perfectly baked apple aromas meet with crisp white flowers and fresh kumquat on the nose of this bottling by a winery based in Malibu. Bright lemon and honeysuckle flavors make for a mouthwatering palate, rounded by savory touches of sandalwood and framed with tense structure.",https://www.winemag.com/buying-guide/dolin-2015-bien-nacido-vineyard-chardonnay-santa-maria-valley-305077/,Chardonnay,Dolin 2015 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Dolin,58.0,58.0
159,159,59.0,14%,"Santa Barbara County, Central Coast, California, US",750 ml,Red,93,"$50,  Buy Now","Black currant, charred berries and a hint of diesel show on the nose of this dark and intense bottling from Ballard Canyon. The dark-fruit flavors continue on the sip, but are lifted by rosemary, bay leaf and chalky tannins.",https://www.winemag.com/buying-guide/jaffurs-2015-larner-vineyard-syrah-santa-barbara-county-305456/,Syrah,Jaffurs 2015 Larner Vineyard Syrah (Santa Barbara County),Jaffurs,59.0,59.0
160,160,60.0,14.7%,"Santa Barbara County, Central Coast, California, US",750 ml,Red,93,"$38,  Buy Now","If cool-climate Petite Sirah ever becomes a trend, this bottling will lead the pack. Aromas of cracked pepper, tar and hearty black plum lead into a palate where boysenberry is lifted by white pepper, thyme and rosemary. It's zesty and fascinating.",https://www.winemag.com/buying-guide/jaffurs-2016-thompson-vineyard-petite-sirah-santa-barbara-county-306409/,Petite Sirah,Jaffurs 2016 Thompson Vineyard Petite Sirah (Santa Barbara County),Jaffurs,60.0,60.0
161,161,61.0,14.5%,MacRostie,750 ml,Red,93,"$34,  Buy Now","This is a richly built wine, with flavors of juicy black cherry and baking spice. Citrus-driven acidity offers length to the full-bodied palate.",https://www.winemag.com/buying-guide/macrostie-2016-pinot-noir-sonoma-coast-306578/,Sonoma Coast,MacRostie 2016 Pinot Noir (Sonoma Coast),MacRostie,61.0,61.0
162,162,62.0,14.3%,"Monterey, Central Coast, California, US",750 ml,Red,93,"$35,  Buy Now","Rusty cherries, sagebrush and a touch of game make for a rich but rustic entry to this clonal study by Sabrine Rodems. Smoke, red cherry and star anise make for a spicy and zesty sip, lifted by buoyant acidity.",https://www.winemag.com/buying-guide/wrath-2016-pommard-4-777-pinot-noir-monterey-305505/,Pinot Noir,Wrath 2016 Pommard 4/777 Pinot Noir (Monterey),Wrath,62.0,62.0
163,163,63.0,14.1%,"Santa Maria Valley, Central Coast, California, US",750 ml,Red,93,"$48,  Buy Now","A round Bing cherry aroma combines with vanilla and nutmeg on the ripe, accessible nose. It's delicious on the palate, with broad red-fruit flavors, a tight structure and just enough astringency to keep it in balance.",https://www.winemag.com/buying-guide/zaca-mesa-2016-homage-collection-bien-nacido-vineyard-pinot-noir-santa-maria-valley-306380/,Pinot Noir,Zaca Mesa 2016 Homage Collection Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Zaca Mesa,63.0,63.0
164,164,64.0,12.8%,Archery Summit,750 ml,White,93,"$45,  Buy Now","This rich and fruity wine is irresistible in its flavors of apple, orange, tangerine and apricot. It's juicy and plump, fresh and full bodied, with a touch of toast from 30% new French oak fermentation.",https://www.winemag.com/buying-guide/archery-summit-2016-chardonnay-eola-amity-hills-305814/,Eola-Amity Hills,Archery Summit 2016 Chardonnay (Eola-Amity Hills),Archery Summit,64.0,64.0
165,165,65.0,13.5%,"Santa Maria Valley, Central Coast, California, US",750 ml,Red,93,"$50,  Buy Now","Very light in the glass, this elegant bottling by Jim Clendenen shows spicy aromas of mace, crushed sage and eucalyptus, set against tangy cranberry and hibiscus aromas. It's a sprightly wine on the palate, with thyme, bay leaf and rusty cranberry flavors. Drink now through 2035.",https://www.winemag.com/buying-guide/au-bon-climat-2015-knox-alexander-pinot-noir-santa-maria-valley-305033/,Pinot Noir,Au Bon Climat 2015 Knox Alexander Pinot Noir (Santa Maria Valley),Au Bon Climat,65.0,65.0
166,166,66.0,13%,"Monterey County, Central Coast, California, US",750 ml,Red,93,"$55,  Buy Now","Grown at about 2,200 feet above the Salinas Valley with views of the Monterey Bay, this bottling, which saw 88% whole-cluster fermentation, shows crushed hibiscus, spicy cinnamon, anise and red plum on the pungent nose. Crisp pomegranate and raspberry flavors meet with sumac and aromatic mints on the palate.",https://www.winemag.com/buying-guide/big-basin-2016-coastview-vineyard-pinot-noir-monterey-county-306330/,Pinot Noir,Big Basin 2016 Coastview Vineyard Pinot Noir (Monterey County),Big Basin,66.0,66.0
167,167,67.0,14.5%,"Amador County, Sierra Foothills, California, US",750 ml,Red,93,"$22,  Buy Now","This wine is complex, concentrated and deep, like an old-vine wine should be. It shows whiffs of dried earth, sage and black pepper in the aroma and hearty flavors that range from savory herbs to potent blackberry and clove. It is full bodied, dry, firmly tannic and has a long lingering finish.",https://www.winemag.com/buying-guide/fiddletown-cellars-2016-old-vine-zinfandel-amador-county/,Zinfandel,Fiddletown Cellars 2016 Old Vine Zinfandel (Amador County),Fiddletown Cellars,67.0,67.0
168,168,68.0,14.5%,"Paso Robles, Central Coast, California, US",750 ml,Red,93,"$55,  Buy Now","Black plum, turned loam, spice cake and tar aromas show on the nose of this blend of 62% Syrah, 34% Grenache and 4% Mourvèdre. It's rich and thick on the palate, with strong black-currant and licorice flavors that are simultaneously delivered with power and finesse.",https://www.winemag.com/buying-guide/justin-2015-trilateral-red-paso-robles-306404/,Rhône-style Red Blend,Justin 2015 Trilateral Red (Paso Robles),Justin,68.0,68.0
169,169,69.0,11.6%,"Eola-Amity Hills, Willamette Valley, Oregon, US",750 ml,White,93,"$32,  Buy Now","Keeler is doing some interesting experimentation with fermentation methods, and here they deliver a stunning amphora-fermented, off-dry Riesling. The wine offers a fine mix of apricot, peach and nectarine tones that display a sweet and sour tension. It finishes with a lick of butterscotch.",https://www.winemag.com/buying-guide/keeler-2017-terracotta-amphorae-riesling-eola-amity-hills/,Riesling,Keeler 2017 Terracotta Amphorae Riesling (Eola-Amity Hills),Keeler,69.0,69.0
170,170,70.0,14.2%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red,93,"$50,  Buy Now","Very light in the glass, this wine from a vineyard off of Santa Rosa Road offers aromas of muddled cherry and crushed thyme in a rustic, herbaceous style. The palate is refreshing and layered with oregano, marjoram and peppercorn, set against a raspberry backdrop.",https://www.winemag.com/buying-guide/ken-brown-2015-rancho-la-vina-vineyard-pinot-noir-sta-rita-hills-305114/,Pinot Noir,Ken Brown 2015 Rancho La Vina Vineyard Pinot Noir (Sta. Rita Hills),Ken Brown,70.0,70.0
171,171,71.0,13.1%,"Sonoma Coast, Sonoma, California, US",750 ml,Red,93,"$50,  Buy Now","This is a bright, complex and succulent single-vineyard designate that is also textured and beguilingly delicate. Cherry, blueberry and plum flavors wrap around Asian five spice and savory cardamom elements that season the light lovely body.",https://www.winemag.com/buying-guide/la-follette-2016-sun-chase-vineyard-pinot-noir-sonoma-coast-305672/,Pinot Noir,La Follette 2016 Sun Chase Vineyard Pinot Noir (Sonoma Coast),La Follette,71.0,71.0
172,172,72.0,15%,La Jota Vineyard,750 ml,Red,93,"$85,  Buy Now","A mountain-grown wine blended with 10% Petit Verdot, this impresses in its ability to offer power and elegance in equal measure. Cinnamon, baked plum and dark cherry ride along a soft, structured and age-worthy wine, which shows a touch of reduction, espresso bean and dusty rock minerality.",https://www.winemag.com/buying-guide/la-jota-vineyard-2015-merlot-howell-mountain-305698/,Howell Mountain,La Jota Vineyard 2015 Merlot (Howell Mountain),La Jota Vineyard,72.0,72.0
173,173,73.0,14.1%,"Santa Barbara County, Central Coast, California, US",750 ml,Red,93,"$45,  Buy Now","An intense mix of rosemary, lavender, asphalt and elderberry jam makes for an attention-grabbing entry into this bottling from the Los Alamos Valley. The savory palate is reminiscent of beef roasted in an herb-laced plum sauce, with cracked black pepper and grated coffee beans atop.",https://www.winemag.com/buying-guide/margerum-2015-black-oak-vineyard-syrah-santa-barbara-county-306323/,Syrah,Margerum 2015 Black Oak Vineyard Syrah (Santa Barbara County),Margerum,73.0,73.0
174,174,74.0,13.5%,Odonata,750 ml,Red,93,"$42,  Buy Now","Intense and concentrated aromas of black raspberry and alpine strawberry prove dark and rich but not overripe. The palate is framed by warm oak flavors that bind the rich strawberry and plum elements, which are offset by an orange-rind tang.",https://www.winemag.com/buying-guide/odonata-2016-pinot-noir-santa-lucia-highlands-305483/,Santa Lucia Highlands,Odonata 2016 Pinot Noir (Santa Lucia Highlands),Odonata,74.0,74.0
175,175,75.0,14.1%,"Anderson Valley, Mendocino County, California, US",750 ml,Red,93,"$57,  Buy Now",Pure focused fruit aromas make this wine instantly appealing and it only gets better on the palate where hints of black tea and sour cherry meet a gorgeous and just-ripe black-cherry core. Vibrant acidity and light tannins give the wine a good nervy mouthfeel while the medium body contains layers of fruits and spices that continue flowing on the finish.,https://www.winemag.com/buying-guide/pennyroyal-farm-2015-jean-sheep-pinot-noir-anderson-valley/,Pinot Noir,Pennyroyal Farm 2015 Jean Sheep Pinot Noir (Anderson Valley),Pennyroyal Farm,75.0,75.0
176,176,76.0,14.2%,"Anderson Valley, Mendocino County, California, US",750 ml,Red,93,"$57,  Buy Now","Floral aromas and concentrated black-cherry flavors mark this medium- to full-bodied wine as something distinctive. It smells of enticing rose petal and light lilac, tastes vivid and fruity but not overripe. Firm tannins and lively acidity lift the texture and while the good concentration leads to a lingering finish.",https://www.winemag.com/buying-guide/pennyroyal-farm-2015-monty-in-pinot-noir-anderson-valley/,Pinot Noir,Pennyroyal Farm 2015 Monty In Pinot Noir (Anderson Valley),Pennyroyal Farm,76.0,76.0
177,177,77.0,14.1%,"Arroyo Grande Valley, Central Coast, California, US",750 ml,Red,93,"$40,  Buy Now","This bottling relies heavily on dry-farmed bush vines planted in 1880, and their unique impact is on full display. Tightly wound blackberry aromas combine with tobacco leaf, loamy soil and dried meat on the nose. Elderflower and elderberry flavors show on the sip, which is firm with chalky tannins, bright with acid and elegantly layered. Drink now–2025.",https://www.winemag.com/buying-guide/saucelito-canyon-2015-estate-zinfandel-arroyo-grande-valley/,Zinfandel,Saucelito Canyon 2015 Estate Zinfandel (Arroyo Grande Valley),Saucelito Canyon,77.0,77.0
